features,n_features,scaler,model,seq_length,mse,rmse,mae,r2,mape
"('INDPRO', 'USOIL')",2,Standard,LSTM,50,0.02786969172485835,0.16694218078382211,0.11201850172269964,0.9707635568399177,66.13124782976094
"('INDPRO', 'USOIL')",2,Standard,GRU,50,0.005057570929087376,0.0711166009387919,0.056825195780072925,0.9946944018449814,33.24057070243544
"('INDPRO', 'USOIL')",2,Standard,CNN,50,0.008356105274248123,0.09141173488260751,0.056271693672168645,0.99123410480094,25.791802295983963
"('INDPRO', 'USOIL')",2,Standard,RNN,50,0.0222350846389893,0.14911433411643998,0.1275819904224122,0.9766744894552387,132.93756224558814
"('INDPRO', 'USOIL')",2,Standard,ANN,50,0.02110417257386172,0.1452727523448968,0.1075528996332972,0.9778608623307472,41.37940545842615
"('INDPRO', 'USOIL')",2,Standard,RANDOM_FOREST,N/A,0.0004156476998812981,0.020387439757882746,0.008916638577288326,0.9995639686124924,6.494804858490795
"('INDPRO', 'USOIL')",2,Standard,XGBOOST,N/A,0.0007621344791012517,0.0276067832081402,0.018145171783106425,0.9992004898511774,11.03495223568382
"('UNRATE', 'USOIL')",2,MinMax,LSTM,50,0.0004999336815674231,0.022359196800587965,0.01733391807629254,0.992262394998875,8.754360283742466
"('UNRATE', 'USOIL')",2,MinMax,GRU,50,0.0012950022912965233,0.03598614026672663,0.029020559060398406,0.9799569091360514,12.988464016188791
"('UNRATE', 'USOIL')",2,MinMax,CNN,50,0.000735010563338319,0.027111078240053807,0.020535597072071053,0.988624048307897,11.714678165422212
"('UNRATE', 'USOIL')",2,MinMax,RNN,50,0.0013616488013538236,0.03690052575985637,0.02996673506379443,0.9789254035813344,16.343924422129458
"('UNRATE', 'USOIL')",2,MinMax,ANN,50,0.0012469208835261274,0.03531176692727408,0.029363863381420642,0.9807010777226906,16.153782877740234
"('UNRATE', 'USOIL')",2,MinMax,RANDOM_FOREST,N/A,6.178574716407133e-05,0.00786039103124465,0.004238703282556163,0.9990437257502713,1.680199158814311
"('UNRATE', 'USOIL')",2,MinMax,XGBOOST,N/A,4.3498452815230864e-05,0.0065953356863188446,0.004563148045777124,0.9993267630118677,1.8527072218120926
"('UNRATE', 'USOIL')",2,Standard,LSTM,50,0.008365955959827628,0.09146559987135944,0.07156870087864332,0.9912237710300509,43.74284953612237
"('UNRATE', 'USOIL')",2,Standard,GRU,50,0.013122026584119312,0.11455141458803253,0.07525409724761249,0.9862344589901041,80.3635768540927
"('UNRATE', 'USOIL')",2,Standard,CNN,50,0.005140928316453834,0.07170026719931966,0.05858245091732171,0.9946069565462757,21.491927559899608
"('UNRATE', 'USOIL')",2,Standard,RNN,50,0.00693610722829264,0.08328329501342176,0.06688874180160895,0.9927237406594154,68.63067574670183
"('UNRATE', 'USOIL')",2,Standard,ANN,50,0.01760177879953504,0.13267169554782604,0.10481448373820046,0.9815350162294785,99.62455142719786
"('UNRATE', 'USOIL')",2,Standard,RANDOM_FOREST,N/A,0.0009517453835720327,0.030850370882244394,0.016452418269688525,0.999001580279955,18.220067683391918
"('UNRATE', 'USOIL')",2,Standard,XGBOOST,N/A,0.0006617814553510605,0.025725113320470727,0.017499072943307787,0.9993057642655405,11.927840185169593
"('USM2', 'USPPIYY', 'INDPRO')",3,MinMax,LSTM,50,0.0010895674659851143,0.03300859684968621,0.02561354301823735,0.983136477927558,9.758904673671372
"('USM2', 'USPPIYY', 'INDPRO')",3,MinMax,GRU,50,0.0007892704671752284,0.0280939578410595,0.020446602318959596,0.98778425351357,6.973103782696886
"('USM2', 'USPPIYY', 'INDPRO')",3,MinMax,CNN,50,0.00109863834246567,0.03314571378724058,0.025021444748468732,0.9829960855879171,14.592871622801626
"('USM2', 'USPPIYY', 'INDPRO')",3,MinMax,RNN,50,0.0012629412733096363,0.03553788504272076,0.028401546224496362,0.9804531259389255,11.388861207312372
"('USM2', 'USPPIYY', 'INDPRO')",3,MinMax,ANN,50,0.002303409662575848,0.047993850257880416,0.036939187307032446,0.964349523182941,18.77737823089561
"('USM2', 'USPPIYY', 'INDPRO')",3,MinMax,RANDOM_FOREST,N/A,2.7378899736797606e-05,0.005232485044106444,0.0032431102427012857,0.9995762495720142,1.2704726076608719
"('USM2', 'USPPIYY', 'INDPRO')",3,MinMax,XGBOOST,N/A,7.181894641138594e-05,0.008474605973812938,0.005596775566720226,0.9988884392882152,2.1736413230951555
"('USM2', 'USPPIYY', 'INDPRO')",3,Standard,LSTM,50,0.002095078285742371,0.04577202514355653,0.03336009188087507,0.9978021774398604,21.100916914857397
"('USM2', 'USPPIYY', 'INDPRO')",3,Standard,GRU,50,0.002734000719224237,0.05228767272717573,0.038309342558615005,0.9971319217515446,17.604969554411166
"('USM2', 'USPPIYY', 'INDPRO')",3,Standard,CNN,50,0.0015197725090781511,0.03898425976055145,0.031292173067686085,0.9984056966608538,16.985638713932808
"('USM2', 'USPPIYY', 'INDPRO')",3,Standard,RNN,50,0.007940882687225332,0.0891116304823637,0.06526898973361489,0.9916696902277227,36.864513950083285
"('USM2', 'USPPIYY', 'INDPRO')",3,Standard,ANN,50,0.02033803981643517,0.1426114995939499,0.10755477878792116,0.978664566836585,52.74605155077575
"('USM2', 'USPPIYY', 'INDPRO')",3,Standard,RANDOM_FOREST,N/A,0.0003557350120130069,0.01886093878928106,0.011897310017819664,0.9996268194653373,9.507275071938398
"('USM2', 'USPPIYY', 'INDPRO')",3,Standard,XGBOOST,N/A,0.0010323551217311822,0.032130283561325475,0.020889732776263676,0.9989170173773184,18.27413409293438
"('USM2', 'USPPIYY', 'UNRATE')",3,MinMax,LSTM,50,0.0011435218246650786,0.03381599953668498,0.02875513319944431,0.98230141213594,16.76145345034388
"('USM2', 'USPPIYY', 'UNRATE')",3,MinMax,GRU,50,0.0014196415469336146,0.03767813088428903,0.031910873367936736,0.978027834614146,16.214690021682145
"('USM2', 'USPPIYY', 'UNRATE')",3,MinMax,CNN,50,0.00048033919684872215,0.021916642006674338,0.018131208745897843,0.992565663989431,8.770043436013223
"('USM2', 'USPPIYY', 'UNRATE')",3,MinMax,RNN,50,0.0013677332861821764,0.03698287828417599,0.030671201717628282,0.9788312324102912,15.443855427068653
"('USM2', 'USPPIYY', 'UNRATE')",3,MinMax,ANN,50,0.0011757344827913203,0.03428898486090424,0.02615118597724125,0.9818028483587693,13.773434288690165
"('USM2', 'USPPIYY', 'UNRATE')",3,MinMax,RANDOM_FOREST,N/A,2.6679440451365182e-05,0.005165214463249825,0.0031043534289561486,0.9995870752872331,1.0217797447827481
"('USM2', 'USPPIYY', 'UNRATE')",3,MinMax,XGBOOST,N/A,7.702933767069135e-05,0.008776635897124328,0.005602732929427624,0.9988077966931026,2.2336909852909645
"('USM2', 'USPPIYY', 'UNRATE')",3,Standard,LSTM,50,0.00080122505321247,0.028305919049069404,0.02225136608653793,0.9991594822448004,18.06340502807851
"('USM2', 'USPPIYY', 'UNRATE')",3,Standard,GRU,50,0.0019241151965144056,0.04386473750650294,0.034800399908781386,0.9979815246924254,35.88311162954893
"('USM2', 'USPPIYY', 'UNRATE')",3,Standard,CNN,50,0.0027981178036927596,0.052897238148061757,0.04145211261239687,0.9970646603152087,14.252889257220325
"('USM2', 'USPPIYY', 'UNRATE')",3,Standard,RNN,50,0.011491553579217172,0.1071986640738455,0.08306227383249762,0.9879448916637943,70.64594058306272
"('USM2', 'USPPIYY', 'UNRATE')",3,Standard,ANN,50,0.013390141735098273,0.11571577997446275,0.09826758884111189,0.9859531952628502,46.16827677980065
"('USM2', 'USPPIYY', 'UNRATE')",3,Standard,RANDOM_FOREST,N/A,0.00038359512714889577,0.019585584677228703,0.01195396013374938,0.9995975930684095,9.269225578321135
"('USM2', 'USPPIYY', 'UNRATE')",3,Standard,XGBOOST,N/A,0.001096026009305986,0.03310628353207267,0.02135751432229294,0.9988502240197201,19.57250011823529
"('USM2', 'USPPIYY', 'USOIL')",3,MinMax,LSTM,50,0.0003213277467011196,0.017925617052172,0.01340699677677461,0.9950267260007776,5.647220984832234
"('USM2', 'USPPIYY', 'USOIL')",3,MinMax,GRU,50,0.0023637436274259916,0.048618346613454384,0.040189134098123185,0.9634157185496974,21.797437961394536
"('USM2', 'USPPIYY', 'USOIL')",3,MinMax,CNN,50,0.00022056916475412413,0.014851571120730767,0.01206820937893079,0.9965861930587582,6.449710399180561
"('USM2', 'USPPIYY', 'USOIL')",3,MinMax,RNN,50,0.0014835189028098706,0.038516475731949704,0.029260877802469856,0.9770391879865831,11.494863009685883
"('USM2', 'USPPIYY', 'USOIL')",3,MinMax,ANN,50,0.0030084923196303814,0.05484972488199354,0.043113459323879444,0.953436773563178,19.314676330908238
"('USM2', 'USPPIYY', 'USOIL')",3,MinMax,RANDOM_FOREST,N/A,3.4305525890808125e-05,0.005857091931223901,0.003271753845452765,0.9994690443583103,0.9836019139929845
"('USM2', 'USPPIYY', 'USOIL')",3,MinMax,XGBOOST,N/A,7.998644353831789e-05,0.008943514048645414,0.005758099102708517,0.9987620287882908,2.162130048553129
"('USM2', 'USPPIYY', 'USOIL')",3,Standard,LSTM,50,0.0017978347889132955,0.042400881935559964,0.031971115533686624,0.9981139979897804,25.460583064459296
"('USM2', 'USPPIYY', 'USOIL')",3,Standard,GRU,50,0.002487303713470016,0.04987287552838733,0.03626635324502106,0.9973907169710146,18.44276774901971
"('USM2', 'USPPIYY', 'USOIL')",3,Standard,CNN,50,0.0022519312877423117,0.047454518096197246,0.03366043684560716,0.9976376322442144,24.991290413227826
"('USM2', 'USPPIYY', 'USOIL')",3,Standard,RNN,50,0.005023658224589479,0.07087776960789242,0.05264185950083464,0.9947299776549776,36.35247303459139
"('USM2', 'USPPIYY', 'USOIL')",3,Standard,ANN,50,0.017776539467267743,0.1333286895880543,0.10609484624516548,0.9813516851621948,39.23572032529205
"('USM2', 'USPPIYY', 'USOIL')",3,Standard,RANDOM_FOREST,N/A,0.00048800029882579336,0.02209072879797752,0.012246434060295014,0.9994880677856226,10.240076336521598
"('USM2', 'USPPIYY', 'USOIL')",3,Standard,XGBOOST,N/A,0.001239105805977351,0.03520093473158562,0.022395171574058938,0.9987001274781424,23.418393824024513
"('USM2', 'INDPRO', 'UNRATE')",3,MinMax,LSTM,50,0.0009382174880719126,0.030630336075072904,0.023299247466549735,0.9854789613192544,10.902410516056477
"('USM2', 'INDPRO', 'UNRATE')",3,MinMax,GRU,50,0.0013439410633451518,0.03665980173630446,0.02817668681005522,0.979199470897113,14.275452440214343
"('USM2', 'INDPRO', 'UNRATE')",3,MinMax,CNN,50,0.0005708979010339799,0.023893469840815917,0.017970999963319932,0.9911640631206872,9.122039828151012
"('USM2', 'INDPRO', 'UNRATE')",3,MinMax,RNN,50,0.004045579676574994,0.06360487148461974,0.045457391026002575,0.9373854999331659,17.141275503850125
"('USM2', 'INDPRO', 'UNRATE')",3,MinMax,ANN,50,0.0013063937019648663,0.036144068696881186,0.026510054295536534,0.9797806012788154,11.193321661318635
"('USM2', 'INDPRO', 'UNRATE')",3,MinMax,RANDOM_FOREST,N/A,9.667491702141787e-06,0.0031092590278299086,0.0019960420548702385,0.9998503736897496,1.0874699205115823
"('USM2', 'INDPRO', 'UNRATE')",3,MinMax,XGBOOST,N/A,5.647162931600371e-05,0.007514760762393152,0.004942749535182891,0.9991259737490636,2.130683130394539
"('USM2', 'INDPRO', 'UNRATE')",3,Standard,LSTM,50,0.0032824601944697464,0.057292758656480716,0.04833851137284596,0.9965565653955458,28.213020656613136
"('USM2', 'INDPRO', 'UNRATE')",3,Standard,GRU,50,0.003340401301993181,0.05779620490995219,0.0411033040673282,0.9964957828108849,28.74514114735304
"('USM2', 'INDPRO', 'UNRATE')",3,Standard,CNN,50,0.002749609006603163,0.05243671430022254,0.04236974810123811,0.99711554802157,26.933892136309378
"('USM2', 'INDPRO', 'UNRATE')",3,Standard,RNN,50,0.011488532403693045,0.10718457166818854,0.08183738534715065,0.9879480610001242,37.05764479436362
"('USM2', 'INDPRO', 'UNRATE')",3,Standard,ANN,50,0.01824589321476612,0.1350773601117749,0.11208318363091745,0.980859313940576,90.57599560549221
"('USM2', 'INDPRO', 'UNRATE')",3,Standard,RANDOM_FOREST,N/A,0.00017102011708168256,0.013077466003843503,0.008144767990374991,0.9998205929228908,8.212293897910511
"('USM2', 'INDPRO', 'UNRATE')",3,Standard,XGBOOST,N/A,0.0008190701715004368,0.028619402011580128,0.01907926260398752,0.9991407619879831,11.834877639604146
"('USM2', 'INDPRO', 'USOIL')",3,MinMax,LSTM,50,0.00028908303900021824,0.017002442148121494,0.013589131252800167,0.9955257858176398,7.506265192310857
"('USM2', 'INDPRO', 'USOIL')",3,MinMax,GRU,50,0.00044873803639384997,0.02118343778506808,0.017321322483001715,0.9930547634564051,8.047600813429383
"('USM2', 'INDPRO', 'USOIL')",3,MinMax,CNN,50,0.00029786389880418987,0.017258733986135536,0.013770221332400372,0.9953898821423356,9.645302046748258
"('USM2', 'INDPRO', 'USOIL')",3,MinMax,RNN,50,0.0010740122433212666,0.032772126011616436,0.02481678731391323,0.9833772301975392,9.223753609631325
"('USM2', 'INDPRO', 'USOIL')",3,MinMax,ANN,50,0.00115144002439176,0.0339328752744556,0.024174620501755194,0.982178860077409,11.485299744349138
"('USM2', 'INDPRO', 'USOIL')",3,MinMax,RANDOM_FOREST,N/A,8.677864013303398e-06,0.00294582144966449,0.001746102412875748,0.9998656904176212,0.6063107873584469
"('USM2', 'INDPRO', 'USOIL')",3,MinMax,XGBOOST,N/A,5.126881926538483e-05,0.007160224805506097,0.004729366227563517,0.9992064990078167,1.825800388604145
"('USM2', 'INDPRO', 'USOIL')",3,Standard,LSTM,50,0.0029478148947640315,0.0542937832054834,0.03933822464885676,0.9969076219619487,30.983324550271025
"('USM2', 'INDPRO', 'USOIL')",3,Standard,GRU,50,0.0038254502014851543,0.06185022394046083,0.05027995008933479,0.9959869467347682,34.71827996829345
"('USM2', 'INDPRO', 'USOIL')",3,Standard,CNN,50,0.005349216459575125,0.07313833782343653,0.05883294509658708,0.9943884537900414,30.493558351127714
"('USM2', 'INDPRO', 'USOIL')",3,Standard,RNN,50,0.01360011342645353,0.11661952420779949,0.09385253282994262,0.9857329263958623,71.98450085750558
"('USM2', 'INDPRO', 'USOIL')",3,Standard,ANN,50,0.015120857515477327,0.1229668960146483,0.10430158405681372,0.9841376038297315,52.538836864715435
"('USM2', 'INDPRO', 'USOIL')",3,Standard,RANDOM_FOREST,N/A,0.00010642981435948335,0.01031648265444591,0.006419273000662229,0.999888350784473,9.41739634599099
"('USM2', 'INDPRO', 'USOIL')",3,Standard,XGBOOST,N/A,0.0007555400493937134,0.027487088776254814,0.017857593704160093,0.9992074076768649,13.012595865486281
"('USM2', 'UNRATE', 'USOIL')",3,MinMax,LSTM,50,0.0006584094722585091,0.025659490880734735,0.021439695307608503,0.9898096235297393,10.179898441843985
"('USM2', 'UNRATE', 'USOIL')",3,MinMax,GRU,50,0.0011049096260476131,0.033240180896734195,0.025587832707760477,0.9828990232834631,12.213463453451471
"('USM2', 'UNRATE', 'USOIL')",3,MinMax,CNN,50,0.0008447831194863619,0.029065153009856355,0.021079802477945348,0.9869250696018127,14.327412237515846
"('USM2', 'UNRATE', 'USOIL')",3,MinMax,RNN,50,0.014975496489656624,0.122374411090132,0.0883437833106885,0.7682203044023777,55.21032009003114
"('USM2', 'UNRATE', 'USOIL')",3,MinMax,ANN,50,0.0007649241251177236,0.027657261706787308,0.021511144841555956,0.9881610682492218,9.411112237478129
"('USM2', 'UNRATE', 'USOIL')",3,MinMax,RANDOM_FOREST,N/A,1.1879042938214464e-05,0.0034465987492329976,0.002077722607658645,0.9998161449299453,0.6842896142118791
"('USM2', 'UNRATE', 'USOIL')",3,MinMax,XGBOOST,N/A,5.468260600550891e-05,0.007394768827049897,0.004662231002900844,0.999153662933099,1.7008016256917355
"('USM2', 'UNRATE', 'USOIL')",3,Standard,LSTM,50,0.006172831370870145,0.07856736835907223,0.06042231417498221,0.993524448160643,45.8869063060101
"('USM2', 'UNRATE', 'USOIL')",3,Standard,GRU,50,0.004131775971281072,0.06427889211304962,0.048536446161850974,0.995665598510126,47.83780956601398
"('USM2', 'UNRATE', 'USOIL')",3,Standard,CNN,50,0.004800972721713962,0.06928905196143155,0.056948114601756125,0.9949635838287261,42.36291192478295
"('USM2', 'UNRATE', 'USOIL')",3,Standard,RNN,50,0.024185954536001964,0.15551834147778829,0.12095841434347752,0.9746279473757706,54.559233446420066
"('USM2', 'UNRATE', 'USOIL')",3,Standard,ANN,50,0.01696289014052218,0.13024166054117314,0.1024890394979559,0.982205236486999,108.14093754101926
"('USM2', 'UNRATE', 'USOIL')",3,Standard,RANDOM_FOREST,N/A,0.000145648560920277,0.012068494558986096,0.007492508534310658,0.9998472087199696,7.540065959423051
"('USM2', 'UNRATE', 'USOIL')",3,Standard,XGBOOST,N/A,0.0008045875687461917,0.0283652528412174,0.01750903099798786,0.9991559548288804,19.598791318593577
"('USPPIYY', 'INDPRO', 'UNRATE')",3,MinMax,LSTM,50,0.0002835666159389033,0.01683943633079514,0.01260775285732425,0.9956111649473951,6.7624358002449005
"('USPPIYY', 'INDPRO', 'UNRATE')",3,MinMax,GRU,50,0.0007520818012706836,0.027424109853752477,0.020702610134350062,0.9883598322711084,9.130046613295164
"('USPPIYY', 'INDPRO', 'UNRATE')",3,MinMax,CNN,50,0.0003493784365593418,0.018691667570319717,0.014352563623395393,0.9945925781004972,9.812197859787798
"('USPPIYY', 'INDPRO', 'UNRATE')",3,MinMax,RNN,50,0.001455168032795264,0.038146664766336574,0.03168254948352392,0.9774779818540487,15.519451484800378
"('USPPIYY', 'INDPRO', 'UNRATE')",3,MinMax,ANN,50,0.0019117332315045355,0.043723371684998576,0.033776647201748715,0.9704116022618666,16.495984961457467
"('USPPIYY', 'INDPRO', 'UNRATE')",3,MinMax,RANDOM_FOREST,N/A,2.8426666930135594e-05,0.0053316664308765225,0.0031284327642108456,0.999560033003749,1.026625790766188
"('USPPIYY', 'INDPRO', 'UNRATE')",3,MinMax,XGBOOST,N/A,7.76479512324901e-05,0.008811807489527338,0.005697113520559191,0.9987982222483992,2.272643554737084
"('USPPIYY', 'INDPRO', 'UNRATE')",3,Standard,LSTM,50,0.0016156786313575387,0.040195505113849964,0.027833753031700638,0.9983050872274805,33.090579415899754
"('USPPIYY', 'INDPRO', 'UNRATE')",3,Standard,GRU,50,0.002097523032154083,0.0457987230406491,0.03123047608654132,0.9977996128011765,28.639753108842374
"('USPPIYY', 'INDPRO', 'UNRATE')",3,Standard,CNN,50,0.003612368399218738,0.060102981616711314,0.04735356483772223,0.9962104782349338,33.83724757736951
"('USPPIYY', 'INDPRO', 'UNRATE')",3,Standard,RNN,50,0.00653086312159822,0.08081375576965978,0.06112111277829986,0.9931488582534059,69.71251357137156
"('USPPIYY', 'INDPRO', 'UNRATE')",3,Standard,ANN,50,0.008891924845021779,0.09429700337243904,0.07438105167643481,0.9906720082201941,70.47346104940503
"('USPPIYY', 'INDPRO', 'UNRATE')",3,Standard,RANDOM_FOREST,N/A,0.00040411808813617156,0.020102688579793786,0.012201298899148144,0.9995760636453968,9.89050212769246
"('USPPIYY', 'INDPRO', 'UNRATE')",3,Standard,XGBOOST,N/A,0.001073152265220366,0.032759002811751856,0.02074790311034763,0.9988742195100693,20.01508461125082
"('USPPIYY', 'INDPRO', 'USOIL')",3,MinMax,LSTM,50,0.0024525661719549856,0.04952339015005925,0.04091962292323583,0.9620409886803167,21.194247876353607
"('USPPIYY', 'INDPRO', 'USOIL')",3,MinMax,GRU,50,0.0011744192570299421,0.034269800948210104,0.027052255552816127,0.9818232044535956,11.196274599859422
"('USPPIYY', 'INDPRO', 'USOIL')",3,MinMax,CNN,50,0.0004525882426314868,0.02127412143030792,0.016490410944928296,0.9929951728024081,9.562255086661423
"('USPPIYY', 'INDPRO', 'USOIL')",3,MinMax,RNN,50,0.0022267720558380617,0.04718868567610314,0.03556944606968012,0.9655356635672203,16.240247690568403
"('USPPIYY', 'INDPRO', 'USOIL')",3,MinMax,ANN,50,0.0036143620528009054,0.060119564642476454,0.04760222739321998,0.9440595684452663,21.989502226722195
"('USPPIYY', 'INDPRO', 'USOIL')",3,MinMax,RANDOM_FOREST,N/A,3.816734379799467e-05,0.006177972466594091,0.003267953806695066,0.9994092739874515,0.9684604337421613
"('USPPIYY', 'INDPRO', 'USOIL')",3,MinMax,XGBOOST,N/A,8.22873768807024e-05,0.009071238993693331,0.005698849923650931,0.9987264166381322,2.0977237564069373
"('USPPIYY', 'INDPRO', 'USOIL')",3,Standard,LSTM,50,0.0009620368405118874,0.0310167187257435,0.021991796260156696,0.998990784121934,21.709381310247668
"('USPPIYY', 'INDPRO', 'USOIL')",3,Standard,GRU,50,0.0017481385107413555,0.04181074635475138,0.03446833898030473,0.9981661314122232,19.8784818558193
"('USPPIYY', 'INDPRO', 'USOIL')",3,Standard,CNN,50,0.00358781262286995,0.05989835242199864,0.03997952551116409,0.9962362382457212,33.08695782048128
"('USPPIYY', 'INDPRO', 'USOIL')",3,Standard,RNN,50,0.007121565100986166,0.08438936604209185,0.06180108984093041,0.9925291877878902,26.088369217097444
"('USPPIYY', 'INDPRO', 'USOIL')",3,Standard,ANN,50,0.01101685506782909,0.10496120744269805,0.08713797871118431,0.9884428697606957,45.80549894520201
"('USPPIYY', 'INDPRO', 'USOIL')",3,Standard,RANDOM_FOREST,N/A,0.0005313183970143062,0.023050344835041106,0.01227390155297959,0.9994426253340879,10.789087565080122
"('USPPIYY', 'INDPRO', 'USOIL')",3,Standard,XGBOOST,N/A,0.00122090749844969,0.0349414867807552,0.021844821168435308,0.9987192182448755,24.69331164431977
"('USPPIYY', 'UNRATE', 'USOIL')",3,MinMax,LSTM,50,0.00036869521712073756,0.019201437892010523,0.014791322582623993,0.9942936072101805,6.967166972335188
"('USPPIYY', 'UNRATE', 'USOIL')",3,MinMax,GRU,50,0.0009572122499575326,0.03093884693968947,0.025182544741686824,0.9851849743966279,10.884672783271688
"('USPPIYY', 'UNRATE', 'USOIL')",3,MinMax,CNN,50,0.00023676437423005155,0.015387149646053734,0.01201737989776218,0.9963355355446608,5.898805502832767
"('USPPIYY', 'UNRATE', 'USOIL')",3,MinMax,RNN,50,0.0014310655419580538,0.03782942693139897,0.030982154255301132,0.9778510224402657,14.366344830525968
"('USPPIYY', 'UNRATE', 'USOIL')",3,MinMax,ANN,50,0.00227034037839361,0.04764808892698227,0.03549243953710818,0.9648613451867514,16.02674736596665
"('USPPIYY', 'UNRATE', 'USOIL')",3,MinMax,RANDOM_FOREST,N/A,2.8694641732283107e-05,0.005356737974951091,0.0032071346899344554,0.9995558854872969,1.0112755914353937
"('USPPIYY', 'UNRATE', 'USOIL')",3,MinMax,XGBOOST,N/A,0.00010557796642620249,0.010275113937383005,0.006140420279500653,0.9983659420616217,2.274496330133555
"('USPPIYY', 'UNRATE', 'USOIL')",3,Standard,LSTM,50,0.001870331915160916,0.04324733419716082,0.03380132342439881,0.9980379455478757,45.586808583755776
"('USPPIYY', 'UNRATE', 'USOIL')",3,Standard,GRU,50,0.002444406897271775,0.04944094353136654,0.03636475110107209,0.9974357174805613,51.11401742527937
"('USPPIYY', 'UNRATE', 'USOIL')",3,Standard,CNN,50,0.005024922045982754,0.07088668454641361,0.05984703547680627,0.9947286518547968,36.70902467889452
"('USPPIYY', 'UNRATE', 'USOIL')",3,Standard,RNN,50,0.006602959304289241,0.0812585952640657,0.06373958585524675,0.9930732264176427,27.838076027384485
"('USPPIYY', 'UNRATE', 'USOIL')",3,Standard,ANN,50,0.013936911539660257,0.1180546972367481,0.08333068816676235,0.9853796114403041,42.13083805313582
"('USPPIYY', 'UNRATE', 'USOIL')",3,Standard,RANDOM_FOREST,N/A,0.00042988117816603673,0.020733576106548447,0.012729112886684657,0.999549037113323,13.050918920545302
"('USPPIYY', 'UNRATE', 'USOIL')",3,Standard,XGBOOST,N/A,0.0015546129122144124,0.039428579890916846,0.023432881853376074,0.9983691476571538,29.10371060647277
"('INDPRO', 'UNRATE', 'USOIL')",3,MinMax,LSTM,50,0.0005899998929560568,0.024289913399517436,0.01852131242761036,0.9908684165706001,8.912957254539387
"('INDPRO', 'UNRATE', 'USOIL')",3,MinMax,GRU,50,0.0008161758511811442,0.028568791559692268,0.02115130851686971,0.9873678318130183,11.579036537512103
"('INDPRO', 'UNRATE', 'USOIL')",3,MinMax,CNN,50,0.00019946955061471221,0.01412336895413811,0.009939127266829089,0.9969127573329936,5.2832851237184215
"('INDPRO', 'UNRATE', 'USOIL')",3,MinMax,RNN,50,0.0015813211410842098,0.03976582881173495,0.0337338010209317,0.9755254770367225,20.102904019136208
"('INDPRO', 'UNRATE', 'USOIL')",3,MinMax,ANN,50,0.0014092423346756873,0.03753987659377275,0.026394810806625923,0.9781887859557769,11.38276373659991
"('INDPRO', 'UNRATE', 'USOIL')",3,MinMax,RANDOM_FOREST,N/A,3.64784031748354e-05,0.006039735356357545,0.0026883771786876563,0.9994354141654275,1.091873121769413
"('INDPRO', 'UNRATE', 'USOIL')",3,MinMax,XGBOOST,N/A,5.37364699475434e-05,0.007330516349312878,0.004574487561803652,0.9991683065295675,1.7086901122152762
"('INDPRO', 'UNRATE', 'USOIL')",3,Standard,LSTM,50,0.0031545160376963734,0.05616507845357623,0.047005891468641314,0.9966907840336312,42.672738332352004
"('INDPRO', 'UNRATE', 'USOIL')",3,Standard,GRU,50,0.0032266869100043036,0.05680393393070856,0.04335706941143186,0.996615073845414,43.06105473076833
"('INDPRO', 'UNRATE', 'USOIL')",3,Standard,CNN,50,0.005156139833897059,0.07180626597934932,0.05263177360927868,0.9945909990441442,49.35829099398744
"('INDPRO', 'UNRATE', 'USOIL')",3,Standard,RNN,50,0.015574848012346819,0.12479923081632682,0.09800355344844694,0.9836613492845439,93.6371855283446
"('INDPRO', 'UNRATE', 'USOIL')",3,Standard,ANN,50,0.012154981842083107,0.1102496342038517,0.0841191497655799,0.987248928361094,70.41815492766771
"('INDPRO', 'UNRATE', 'USOIL')",3,Standard,RANDOM_FOREST,N/A,0.0003456311767118912,0.018591158562926927,0.009308567340783126,0.9996374188006079,4.272536076443876
"('INDPRO', 'UNRATE', 'USOIL')",3,Standard,XGBOOST,N/A,0.0008181776033203874,0.02860380400087351,0.017227796177280635,0.9991416983284034,12.85558872404175
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,MinMax,LSTM,50,0.000608560042318566,0.02466900975553267,0.01854623804467884,0.9905811562602351,7.124735331643903
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,MinMax,GRU,50,0.0007309589888020817,0.027036253231579294,0.019940545142755017,0.9886867555919826,7.175818566260249
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,MinMax,CNN,50,0.00034038418574901133,0.018449503672159077,0.014320407880138561,0.9947317844844983,8.124866284324249
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,MinMax,RNN,50,0.000635406589402632,0.02520727254985418,0.021575275911246538,0.9901656451941887,11.232635575573813
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,MinMax,ANN,50,0.001955330525302998,0.04421911945417952,0.035372269865556485,0.9697368354858558,22.253814577800448
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,MinMax,RANDOM_FOREST,N/A,2.4179095534118295e-05,0.004917224372968788,0.0029443775124275828,0.9996257737827527,1.0009086475066349
"('USM2', 'USPPIYY', 'INDPRO', 'UNRATE')",4,MinMax,XGBOOST,N/A,7.711555666867586e-05,0.008781546371151031,0.005797361997165277,0.9988064622590075,2.2735814038459354
