leading_indicators,n_indicators,scaler,model,seq_length,filter_applied,business_cycle_range,leads_lags,mse,rmse,mae,r2,mape
"('USPPIYY', 'UNRATE')",2,Standard,CNN,50,Baxter_King,6-32Q,12,2.927202101406701,1.7109068067567856,1.0923207747320212,-1.7643878569503464,624.7210239474061
"('USPPIYY', 'UNRATE')",2,Standard,RNN,50,Baxter_King,6-32Q,12,0.4241276137336336,0.651250807088662,0.4817683666311053,0.5994628370076847,265.1928869631875
"('USPPIYY', 'UNRATE')",2,Standard,ANN,50,Baxter_King,6-32Q,12,2.9995021511295867,1.7319070850162797,1.1001287234097894,-1.8326664972993694,671.3370366776762
"('USPPIYY', 'UNRATE')",2,Standard,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.4236099508508312,0.6508532483216406,0.5129283611354876,0.5999517069037965,253.1516125611703
"('USPPIYY', 'UNRATE')",2,Standard,XGBOOST,N/A,Baxter_King,6-32Q,12,0.5316775992187159,0.7291622584985566,0.5740508240098324,0.4978949016241756,261.773879115645
"('USPPIYY', 'USOIL')",2,MinMax,LSTM,50,Baxter_King,6-32Q,12,0.0049815582298132705,0.0705801546457166,0.05658509602205162,0.6005745826422143,13.176501621865128
"('USPPIYY', 'USOIL')",2,MinMax,GRU,50,Baxter_King,6-32Q,12,0.0027903893198343546,0.05282413576987658,0.04295620702976741,0.7762642997937368,9.788479559265598
"('USPPIYY', 'USOIL')",2,MinMax,CNN,50,Baxter_King,6-32Q,12,0.005953234643592527,0.07715720733406911,0.06393617447579547,0.5226647722564298,13.780330664146529
"('USPPIYY', 'USOIL')",2,MinMax,RNN,50,Baxter_King,6-32Q,12,0.00430499529976688,0.06561246299116412,0.05350593079844465,0.6548219522875783,12.005045363935048
"('USPPIYY', 'USOIL')",2,MinMax,ANN,50,Baxter_King,6-32Q,12,0.004493031910675668,0.06703008213239536,0.052670008819668435,0.6397450228759549,12.762444402450335
"('USPPIYY', 'USOIL')",2,MinMax,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.0030585750542458873,0.0553043854883669,0.044596456694690076,0.7547609480401338,9.798450707223786
"('USPPIYY', 'USOIL')",2,MinMax,XGBOOST,N/A,Baxter_King,6-32Q,12,0.004773544025370611,0.06909083893954836,0.05382051502217708,0.6172533318593987,11.466842864721688
"('USPPIYY', 'USOIL')",2,Standard,LSTM,50,Baxter_King,6-32Q,12,0.4870649128980561,0.6979003602936855,0.5720374716954165,0.5400261805924098,916.0794480736247
"('USPPIYY', 'USOIL')",2,Standard,GRU,50,Baxter_King,6-32Q,12,0.2572852556729055,0.5072329402482705,0.4027729996357635,0.7570252370983362,367.4870978379824
"('USPPIYY', 'USOIL')",2,Standard,CNN,50,Baxter_King,6-32Q,12,0.4677235830596634,0.6839031971409868,0.5446142128180029,0.5582917241012881,545.6552098296467
"('USPPIYY', 'USOIL')",2,Standard,RNN,50,Baxter_King,6-32Q,12,0.33580750283946226,0.5794890014827393,0.4295060277952016,0.6828704848646692,567.0544506066785
"('USPPIYY', 'USOIL')",2,Standard,ANN,50,Baxter_King,6-32Q,12,0.4392427271214931,0.6627538963457651,0.5420102231441598,0.5851884430784966,801.3664490576934
"('USPPIYY', 'USOIL')",2,Standard,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.2632043430461641,0.5130344462569391,0.414425110225611,0.7514353759640466,959.4621673581755
"('USPPIYY', 'USOIL')",2,Standard,XGBOOST,N/A,Baxter_King,6-32Q,12,0.40978776481506535,0.6401466744544295,0.4993029891067594,0.6130050875417161,580.4983257673812
"('INDPRO', 'UNRATE')",2,MinMax,LSTM,50,Baxter_King,6-32Q,12,0.01257716276065195,0.11214795031854996,0.08677962029952044,-0.008447207298530879,20.69503642329845
"('INDPRO', 'UNRATE')",2,MinMax,GRU,50,Baxter_King,6-32Q,12,0.011342793327273476,0.10650255080172247,0.08087399784210877,0.09052554447022088,19.123467593611565
"('INDPRO', 'UNRATE')",2,MinMax,CNN,50,Baxter_King,6-32Q,12,0.012567571610188724,0.1121051810140313,0.08661174583905258,-0.007678181001941953,21.028848553454523
"('INDPRO', 'UNRATE')",2,MinMax,RNN,50,Baxter_King,6-32Q,12,0.02328866529713493,0.15260624265453537,0.120569895555912,-0.8673042503735988,29.199005834118587
"('INDPRO', 'UNRATE')",2,MinMax,ANN,50,Baxter_King,6-32Q,12,0.01534641023542859,0.12388062897575468,0.09146055984019649,-0.2304877370588574,20.113535453201337
"('INDPRO', 'UNRATE')",2,MinMax,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.015068083671070655,0.12275212287806128,0.09301652028486425,-0.20817128525767203,20.991754139342536
"('INDPRO', 'UNRATE')",2,MinMax,XGBOOST,N/A,Baxter_King,6-32Q,12,0.016929652064854007,0.13011399642180702,0.09839504508798445,-0.35743336317076113,23.17277875270837
"('INDPRO', 'UNRATE')",2,Standard,LSTM,50,Baxter_King,6-32Q,12,1.997498087151685,1.4133287257930072,0.9853783643886852,-0.886395016507425,641.467632954564
"('INDPRO', 'UNRATE')",2,Standard,GRU,50,Baxter_King,6-32Q,12,1.9492916985277582,1.3961703687328986,0.9968527184360204,-0.8408699209646975,649.4269096375058
"('INDPRO', 'UNRATE')",2,Standard,CNN,50,Baxter_King,6-32Q,12,4.696410743964148,2.1671203805889854,1.3454955271593183,-3.4351911422947694,615.4820711161617
"('INDPRO', 'UNRATE')",2,Standard,RNN,50,Baxter_King,6-32Q,12,0.983723051363022,0.9918281360009011,0.7782844113302894,0.07099272151955471,271.27240144914754
"('INDPRO', 'UNRATE')",2,Standard,ANN,50,Baxter_King,6-32Q,12,3.388444184431126,1.8407727139522485,1.2266661795416276,-2.1999751410720894,518.9208181406982
"('INDPRO', 'UNRATE')",2,Standard,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,1.2659424190395066,1.12514106628436,0.8558252053095324,-0.19552929027667987,793.0240325760559
"('INDPRO', 'UNRATE')",2,Standard,XGBOOST,N/A,Baxter_King,6-32Q,12,1.4240422856615735,1.1933324288150278,0.9015705274004308,-0.34483546604960713,934.30016121703
"('INDPRO', 'USOIL')",2,MinMax,LSTM,50,Baxter_King,6-32Q,12,0.008014040709140918,0.08952117464120385,0.06899981364953821,0.3574276547017531,15.639069663619726
"('INDPRO', 'USOIL')",2,MinMax,GRU,50,Baxter_King,6-32Q,12,0.007765246146479005,0.08812063405626973,0.07072342677603574,0.3773762064285705,16.354090834574013
"('INDPRO', 'USOIL')",2,MinMax,CNN,50,Baxter_King,6-32Q,12,0.010287963016218229,0.10142959635243665,0.08046942120447813,0.17510270241918613,18.319429188434665
"('INDPRO', 'USOIL')",2,MinMax,RNN,50,Baxter_King,6-32Q,12,0.008028411155358284,0.08960140152563621,0.07322706768945952,0.35627542055870187,15.972484011764648
"('INDPRO', 'USOIL')",2,MinMax,ANN,50,Baxter_King,6-32Q,12,0.013801460132433918,0.11747961581667654,0.09073459207790366,-0.10661237292229653,21.406413258045955
"('INDPRO', 'USOIL')",2,MinMax,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.00976201106628187,0.0988028899692811,0.07254769578579474,0.21727396037140834,15.587424430083288
"('INDPRO', 'USOIL')",2,MinMax,XGBOOST,N/A,Baxter_King,6-32Q,12,0.01001563097102771,0.10007812433807756,0.07040758851545582,0.1969385087657074,14.85190303452578
"('INDPRO', 'USOIL')",2,Standard,LSTM,50,Baxter_King,6-32Q,12,0.6032304690421846,0.7766791287540722,0.6362004738054836,0.4303218821955238,883.5265403892774
"('INDPRO', 'USOIL')",2,Standard,GRU,50,Baxter_King,6-32Q,12,0.8475432328330635,0.9206211125284188,0.7378969536882286,0.19959806671420643,1849.6216198154395
"('INDPRO', 'USOIL')",2,Standard,CNN,50,Baxter_King,6-32Q,12,1.7702782244224193,1.3305180285972902,1.038341942933466,-0.6718133758735738,1513.2530446132976
"('INDPRO', 'USOIL')",2,Standard,RNN,50,Baxter_King,6-32Q,12,0.7575103249571374,0.8703506907891424,0.7038412180793385,0.28462324387520066,1040.8154121637533
"('INDPRO', 'USOIL')",2,Standard,ANN,50,Baxter_King,6-32Q,12,0.8118575298978057,0.9010313700964055,0.6978832685391285,0.23329889106574575,703.7591845014608
"('INDPRO', 'USOIL')",2,Standard,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.8406843411055737,0.9168884016637868,0.6717995958571139,0.20607545923674475,739.9509033104938
"('INDPRO', 'USOIL')",2,Standard,XGBOOST,N/A,Baxter_King,6-32Q,12,0.8437376814214632,0.9185519481343791,0.6468389989657413,0.2031919491134343,530.0070296577729
"('UNRATE', 'USOIL')",2,MinMax,LSTM,50,Baxter_King,6-32Q,12,0.010211618937979445,0.10105255532632237,0.07690690598648621,0.18122403311664248,18.28714007333047
"('UNRATE', 'USOIL')",2,MinMax,GRU,50,Baxter_King,6-32Q,12,0.006855790520293434,0.08279970120896231,0.06455742953386989,0.4502971031238149,14.84881473101506
"('UNRATE', 'USOIL')",2,MinMax,CNN,50,Baxter_King,6-32Q,12,0.01357962338269381,0.11653164112245999,0.08619855092232936,-0.08882532070639604,19.06610651772621
"('UNRATE', 'USOIL')",2,MinMax,RNN,50,Baxter_King,6-32Q,12,0.018451114206988962,0.13583487846274594,0.09767438322532809,-0.4794254433755738,22.331573394572185
"('UNRATE', 'USOIL')",2,MinMax,ANN,50,Baxter_King,6-32Q,12,0.01360947041399648,0.11665963489569338,0.0892123776484429,-0.09121848011254574,21.02667129101071
"('UNRATE', 'USOIL')",2,MinMax,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.007529959971303613,0.08677534195440323,0.06288724213533473,0.3962416445871586,13.875373455949758
"('UNRATE', 'USOIL')",2,MinMax,XGBOOST,N/A,Baxter_King,6-32Q,12,0.008175524143755924,0.0904186050752605,0.06555147748639871,0.34447978070492835,14.51154757482934
"('UNRATE', 'USOIL')",2,Standard,LSTM,50,Baxter_King,6-32Q,12,0.985018793706115,0.9924811301511556,0.6897761668603257,0.06976904981022458,641.9193467797006
"('UNRATE', 'USOIL')",2,Standard,GRU,50,Baxter_King,6-32Q,12,0.9716303531591921,0.9857131190966224,0.7371437134008342,0.08241281036697934,1390.9239057203336
"('UNRATE', 'USOIL')",2,Standard,CNN,50,Baxter_King,6-32Q,12,5.692192705519495,2.3858316590907025,1.575712676314106,-4.375586600938004,947.002506848574
"('UNRATE', 'USOIL')",2,Standard,RNN,50,Baxter_King,6-32Q,12,0.5901879161370852,0.7682368880345991,0.6339521586473292,0.4426389937667278,974.8944317487147
"('UNRATE', 'USOIL')",2,Standard,ANN,50,Baxter_King,6-32Q,12,2.1973879819591353,1.4823589248084066,1.0071534738838956,-1.0751668125058127,943.5367066572695
"('UNRATE', 'USOIL')",2,Standard,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.6093218753014638,0.7805907220185645,0.5730786542658918,0.4245692867437746,454.0674004313525
"('UNRATE', 'USOIL')",2,Standard,XGBOOST,N/A,Baxter_King,6-32Q,12,0.7035535227828318,0.8387809742613573,0.6102523140146482,0.33557890855542316,364.43428094640825
"('USM2', 'USPPIYY', 'INDPRO')",3,MinMax,LSTM,50,Baxter_King,6-32Q,12,0.010135395577951943,0.10067470177731813,0.07745790941684402,0.18733568452908378,18.020293387683726
"('USM2', 'USPPIYY', 'INDPRO')",3,MinMax,GRU,50,Baxter_King,6-32Q,12,0.016503632269298404,0.12846646359769698,0.09341093538375675,-0.3232747471730406,19.77618351710058
"('USM2', 'USPPIYY', 'INDPRO')",3,MinMax,CNN,50,Baxter_King,6-32Q,12,0.015875036180955638,0.12599617526320248,0.09466175844491251,-0.2728733981667897,20.971642685960592
"('USM2', 'USPPIYY', 'INDPRO')",3,MinMax,RNN,50,Baxter_King,6-32Q,12,0.011337879658177057,0.1064794799864136,0.07932664204835915,0.09091952648128099,17.779594920349997
"('USM2', 'USPPIYY', 'INDPRO')",3,MinMax,ANN,50,Baxter_King,6-32Q,12,0.00923620299715319,0.09610516633955321,0.07559968567567596,0.25943368184267324,17.63524908514566
"('USM2', 'USPPIYY', 'INDPRO')",3,MinMax,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.005576887741147015,0.07467856279513563,0.057385111233061954,0.5528405750164918,12.642372607338537
"('USM2', 'USPPIYY', 'INDPRO')",3,MinMax,XGBOOST,N/A,Baxter_King,6-32Q,12,0.008528035316281596,0.09234736225946898,0.06869377555238379,0.31621514628458014,14.705216094417176
"('USM2', 'USPPIYY', 'INDPRO')",3,Standard,LSTM,50,Baxter_King,6-32Q,12,2.6559984143880926,1.6297234165305758,1.1807495389127847,-1.50826882137227,690.8113144520297
"('USM2', 'USPPIYY', 'INDPRO')",3,Standard,GRU,50,Baxter_King,6-32Q,12,0.6362176320751911,0.7976325169369608,0.6472538905852705,0.39916950194823486,1057.84641612641
"('USM2', 'USPPIYY', 'INDPRO')",3,Standard,CNN,50,Baxter_King,6-32Q,12,5.284871358728114,2.2988848076248,1.558511540117442,-3.9909209215830845,728.6143247698336
"('USM2', 'USPPIYY', 'INDPRO')",3,Standard,RNN,50,Baxter_King,6-32Q,12,0.7882361731403668,0.8878266571467466,0.7088841191843851,0.2556064016245747,1054.6475409604711
"('USM2', 'USPPIYY', 'INDPRO')",3,Standard,ANN,50,Baxter_King,6-32Q,12,8.221774905760501,2.8673637553963225,1.7968782683658362,-6.764470618937148,970.8445677630215
"('USM2', 'USPPIYY', 'INDPRO')",3,Standard,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.48587742528633254,0.6970490838429763,0.5376295930999934,0.5411476188192237,431.36213251641635
"('USM2', 'USPPIYY', 'INDPRO')",3,Standard,XGBOOST,N/A,Baxter_King,6-32Q,12,0.7183099801412242,0.847531698605559,0.6314572345843974,0.32164322180747296,447.666101413064
"('USM2', 'USPPIYY', 'UNRATE')",3,MinMax,LSTM,50,Baxter_King,6-32Q,12,0.009215672748475682,0.09599829554984651,0.07303726503005571,0.2610798139901198,17.357571154241885
"('USM2', 'USPPIYY', 'UNRATE')",3,MinMax,GRU,50,Baxter_King,6-32Q,12,0.009210261104132558,0.09597010526269395,0.06621834936133755,0.2615137240641622,15.909606156509248
"('USM2', 'USPPIYY', 'UNRATE')",3,MinMax,CNN,50,Baxter_King,6-32Q,12,0.01005912566217595,0.1002951926174727,0.07884996404547114,0.19345106881955532,17.922601011312214
"('USM2', 'USPPIYY', 'UNRATE')",3,MinMax,RNN,50,Baxter_King,6-32Q,12,0.01002685886172921,0.1001342042547361,0.07060759667438905,0.19603824729678498,16.76955232576045
"('USM2', 'USPPIYY', 'UNRATE')",3,MinMax,ANN,50,Baxter_King,6-32Q,12,0.013662037699745697,0.11688471970170308,0.09024394390551184,-0.09543336812170056,20.22636898367714
"('USM2', 'USPPIYY', 'UNRATE')",3,MinMax,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.004944022305560752,0.07031374193968595,0.05523907645508688,0.6035842437801178,12.190888279005044
"('USM2', 'USPPIYY', 'UNRATE')",3,MinMax,XGBOOST,N/A,Baxter_King,6-32Q,12,0.005844554496739156,0.07644968604735507,0.060020711970937585,0.5313788354095248,12.98730466461156
"('USM2', 'USPPIYY', 'UNRATE')",3,Standard,LSTM,50,Baxter_King,6-32Q,12,0.9548417760941004,0.9771600565383853,0.7490948034372096,0.09826758805790525,424.3655354939752
"('USM2', 'USPPIYY', 'UNRATE')",3,Standard,GRU,50,Baxter_King,6-32Q,12,0.9085280393522307,0.9531673721609604,0.6990302377870227,0.14200530312639814,518.7628352417621
"('USM2', 'USPPIYY', 'UNRATE')",3,Standard,CNN,50,Baxter_King,6-32Q,12,3.723763844374109,1.929705636716157,1.2163549167760357,-2.5166439476767453,686.2882756914162
"('USM2', 'USPPIYY', 'UNRATE')",3,Standard,RNN,50,Baxter_King,6-32Q,12,0.6987629567813097,0.8359204249097576,0.6564383558444133,0.34010301793487563,704.3077752777751
"('USM2', 'USPPIYY', 'UNRATE')",3,Standard,ANN,50,Baxter_King,6-32Q,12,4.477303516319042,2.1159639685776885,1.364371583992752,-3.2282709029368117,591.037251619556
"('USM2', 'USPPIYY', 'UNRATE')",3,Standard,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.4337886123428122,0.6586263070534096,0.5168306864879728,0.590339193912323,394.9004497071083
"('USM2', 'USPPIYY', 'UNRATE')",3,Standard,XGBOOST,N/A,Baxter_King,6-32Q,12,0.5014718075437014,0.7081467415329264,0.5571138039084168,0.5264206134893916,363.4355039732751
"('USM2', 'USPPIYY', 'USOIL')",3,MinMax,LSTM,50,Baxter_King,6-32Q,12,0.006807089484408362,0.08250508762742066,0.06348525886405051,0.4542019920534943,14.824138016859639
"('USM2', 'USPPIYY', 'USOIL')",3,MinMax,GRU,50,Baxter_King,6-32Q,12,0.007599158522532458,0.08717315253294708,0.06512912610944532,0.39069324809553074,14.284570032721295
"('USM2', 'USPPIYY', 'USOIL')",3,MinMax,CNN,50,Baxter_King,6-32Q,12,0.008397579387013587,0.09163830742115213,0.07113740241842784,0.3266752094999059,15.539654300972206
"('USM2', 'USPPIYY', 'USOIL')",3,MinMax,RNN,50,Baxter_King,6-32Q,12,0.01329674821968354,0.11531152682920966,0.08353513351768947,-0.06614415854124678,18.870331537259794
"('USM2', 'USPPIYY', 'USOIL')",3,MinMax,ANN,50,Baxter_King,6-32Q,12,0.008132267833249303,0.0901790875605276,0.07072667213519443,0.34794810709606894,16.506265536419935
"('USM2', 'USPPIYY', 'USOIL')",3,MinMax,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.0030900182765619725,0.05558793283224312,0.04338372484578553,0.7522398047316983,9.354631192004046
"('USM2', 'USPPIYY', 'USOIL')",3,MinMax,XGBOOST,N/A,Baxter_King,6-32Q,12,0.004191845272455112,0.06474446132647264,0.052161154232669274,0.6638944141153992,11.55112960525321
"('USM2', 'USPPIYY', 'USOIL')",3,Standard,LSTM,50,Baxter_King,6-32Q,12,1.0350644510441813,1.017381172935779,0.8472784721492171,0.022506987729863037,987.7152761513347
"('USM2', 'USPPIYY', 'USOIL')",3,Standard,GRU,50,Baxter_King,6-32Q,12,0.7142273190222015,0.8451197069186125,0.6208458761705821,0.325498800763243,645.3059097908415
"('USM2', 'USPPIYY', 'USOIL')",3,Standard,CNN,50,Baxter_King,6-32Q,12,1.0708900934703838,1.0348381967584999,0.7534018485898083,-0.011325992522114081,822.0244897138463
"('USM2', 'USPPIYY', 'USOIL')",3,Standard,RNN,50,Baxter_King,6-32Q,12,0.6114459283062528,0.7819500804439199,0.5710805329508515,0.4225633759352466,333.03533502325837
"('USM2', 'USPPIYY', 'USOIL')",3,Standard,ANN,50,Baxter_King,6-32Q,12,1.921969779425421,1.3863512467716905,0.9946850893104879,-0.8150676774643992,604.8446899888351
"('USM2', 'USPPIYY', 'USOIL')",3,Standard,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.25811485923362304,0.5080500558346815,0.38990441034175566,0.7562417770126018,779.6854659397079
"('USM2', 'USPPIYY', 'USOIL')",3,Standard,XGBOOST,N/A,Baxter_King,6-32Q,12,0.35670247743066796,0.5972457429154836,0.48351350660569165,0.6631377120563082,382.6977428878824
"('USM2', 'INDPRO', 'UNRATE')",3,MinMax,LSTM,50,Baxter_King,6-32Q,12,0.011041105711350656,0.1050766658747348,0.08107352069283597,0.11471510451199207,19.25509610108608
"('USM2', 'INDPRO', 'UNRATE')",3,MinMax,GRU,50,Baxter_King,6-32Q,12,0.010939728339421256,0.10459315627430532,0.08076019114729689,0.12284362519276981,19.229792891885882
"('USM2', 'INDPRO', 'UNRATE')",3,MinMax,CNN,50,Baxter_King,6-32Q,12,0.017584843291225668,0.13260785531493097,0.10514802065605718,-0.4099671321180869,23.45398510385844
"('USM2', 'INDPRO', 'UNRATE')",3,MinMax,RNN,50,Baxter_King,6-32Q,12,0.021111561932667305,0.14529818282644594,0.10712151923210828,-0.6927423201768865,23.695574543196724
"('USM2', 'INDPRO', 'UNRATE')",3,MinMax,ANN,50,Baxter_King,6-32Q,12,0.014622560915386195,0.12092378143023065,0.0977761640394398,-0.17244890594939544,23.68857440033172
"('USM2', 'INDPRO', 'UNRATE')",3,MinMax,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.015067250863734973,0.12274873059928144,0.09406628576809921,-0.2081045100836627,21.803004167234956
"('USM2', 'INDPRO', 'UNRATE')",3,MinMax,XGBOOST,N/A,Baxter_King,6-32Q,12,0.02050374374448731,0.14319128375877951,0.10953463393911055,-0.6440069602169272,25.247806048437837
"('USM2', 'INDPRO', 'UNRATE')",3,Standard,LSTM,50,Baxter_King,6-32Q,12,1.6651990572393667,1.290425920864645,0.9045000493095163,-0.5725788291233878,847.5363027827486
"('USM2', 'INDPRO', 'UNRATE')",3,Standard,GRU,50,Baxter_King,6-32Q,12,1.8700767622856382,1.3675074999010566,1.000781138027849,-0.7660610077941383,940.975598397759
"('USM2', 'INDPRO', 'UNRATE')",3,Standard,CNN,50,Baxter_King,6-32Q,12,6.541139919903614,2.557565232775816,1.7276002046849732,-5.177314424755666,1209.4750722717017
"('USM2', 'INDPRO', 'UNRATE')",3,Standard,RNN,50,Baxter_King,6-32Q,12,1.2281953714332887,1.1082397626115428,0.8547026997149223,-0.15988177554299954,690.5309374426517
"('USM2', 'INDPRO', 'UNRATE')",3,Standard,ANN,50,Baxter_King,6-32Q,12,12.558794303057658,3.5438389217143684,2.147629514364483,-10.860260161956683,1089.7574838165315
"('USM2', 'INDPRO', 'UNRATE')",3,Standard,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,1.2768157441933556,1.1299627180546072,0.8680750150436001,-0.20579782896265852,846.5496130379481
"('USM2', 'INDPRO', 'UNRATE')",3,Standard,XGBOOST,N/A,Baxter_King,6-32Q,12,1.7175572230993559,1.3105560740004054,0.9967586552434244,-0.6220247754234367,473.7028924128563
"('USM2', 'INDPRO', 'USOIL')",3,MinMax,LSTM,50,Baxter_King,6-32Q,12,0.014120700884362496,0.11883055534820368,0.08752999598784253,-0.1322093577800778,19.101019833915654
"('USM2', 'INDPRO', 'USOIL')",3,MinMax,GRU,50,Baxter_King,6-32Q,12,0.015289150245718867,0.12364930345828426,0.09324914279918768,-0.22589658420414782,20.781780787868538
"('USM2', 'INDPRO', 'USOIL')",3,MinMax,CNN,50,Baxter_King,6-32Q,12,0.02777719025359689,0.16666490408480392,0.11214408533144052,-1.2271978562188641,23.845922376484197
"('USM2', 'INDPRO', 'USOIL')",3,MinMax,RNN,50,Baxter_King,6-32Q,12,0.018365647014636322,0.1355199137198527,0.09981122090108623,-0.4725726139192108,21.933954522530648
"('USM2', 'INDPRO', 'USOIL')",3,MinMax,ANN,50,Baxter_King,6-32Q,12,0.01935036485874452,0.13910558888392846,0.10417510132900659,-0.5515280968660232,24.858962827229313
"('USM2', 'INDPRO', 'USOIL')",3,MinMax,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.009460426760208827,0.09726472515875849,0.07241003722661797,0.24145523694484283,15.400394607987336
"('USM2', 'INDPRO', 'USOIL')",3,MinMax,XGBOOST,N/A,Baxter_King,6-32Q,12,0.009031280880352495,0.09503305151552535,0.07111967769522334,0.2758645049411772,15.265599465942358
"('USM2', 'INDPRO', 'USOIL')",3,Standard,LSTM,50,Baxter_King,6-32Q,12,0.5775051488428732,0.7599375953608778,0.618147374578118,0.4546163314038517,663.6333337431997
"('USM2', 'INDPRO', 'USOIL')",3,Standard,GRU,50,Baxter_King,6-32Q,12,1.3283707927543256,1.152549692097623,0.946339430970023,-0.254485328243266,1996.7667873734274
"('USM2', 'INDPRO', 'USOIL')",3,Standard,CNN,50,Baxter_King,6-32Q,12,6.028130285360031,2.4552250987149895,1.5005037178744471,-4.692838958046584,1205.4081927390846
"('USM2', 'INDPRO', 'USOIL')",3,Standard,RNN,50,Baxter_King,6-32Q,12,0.8510073541672428,0.9225005984644361,0.7365959611843775,0.19632662367082865,1672.8556191860473
"('USM2', 'INDPRO', 'USOIL')",3,Standard,ANN,50,Baxter_King,6-32Q,12,3.0963465733101985,1.7596438768427543,1.2559296267209341,-1.9241243247451751,733.5167673499016
"('USM2', 'INDPRO', 'USOIL')",3,Standard,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.8536011985124876,0.9239054056084355,0.6838642701743878,0.1938770518399776,858.3111994620134
"('USM2', 'INDPRO', 'USOIL')",3,Standard,XGBOOST,N/A,Baxter_King,6-32Q,12,0.766136951628091,0.8752924948998998,0.6548250691694946,0.27647643979762504,763.5315521441654
"('USM2', 'UNRATE', 'USOIL')",3,MinMax,LSTM,50,Baxter_King,6-32Q,12,0.017397577501612464,0.13189987680666143,0.09244048672347582,-0.3949520077890287,21.00722502336541
"('USM2', 'UNRATE', 'USOIL')",3,MinMax,GRU,50,Baxter_King,6-32Q,12,0.006105721525012905,0.07813911648472169,0.060038754279246986,0.5104382492603904,14.41902267039556
"('USM2', 'UNRATE', 'USOIL')",3,MinMax,CNN,50,Baxter_King,6-32Q,12,0.015757266058939498,0.12552794931384603,0.09311857757410381,-0.2634304933630174,20.67572830065299
"('USM2', 'UNRATE', 'USOIL')",3,MinMax,RNN,50,Baxter_King,6-32Q,12,0.014734037090305482,0.12138384196550002,0.08344123249917743,-0.18138715692197405,18.84064581717401
"('USM2', 'UNRATE', 'USOIL')",3,MinMax,ANN,50,Baxter_King,6-32Q,12,0.011664393359121407,0.10800182109168996,0.08209647638296456,0.06473939061692102,19.942788267108348
"('USM2', 'UNRATE', 'USOIL')",3,MinMax,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.007570912424836939,0.08701099025316825,0.06372902909809644,0.3929580433343459,13.797411158404286
"('USM2', 'UNRATE', 'USOIL')",3,MinMax,XGBOOST,N/A,Baxter_King,6-32Q,12,0.007353256922660127,0.08575113365233213,0.06537595502687343,0.41040983969735867,14.582714984357425
"('USM2', 'UNRATE', 'USOIL')",3,Standard,LSTM,50,Baxter_King,6-32Q,12,1.3311311593882855,1.1537465750277596,0.9066328148908372,-0.25709216020747605,1480.3937872392685
"('USM2', 'UNRATE', 'USOIL')",3,Standard,GRU,50,Baxter_King,6-32Q,12,0.8991578326510744,0.9482393330014709,0.786047689291901,0.15085432848386937,1815.7821682186338
"('USM2', 'UNRATE', 'USOIL')",3,Standard,CNN,50,Baxter_King,6-32Q,12,4.252908718300641,2.0622581599549172,1.498842246843646,-3.0163571937649065,918.5277376129723
"('USM2', 'UNRATE', 'USOIL')",3,Standard,RNN,50,Baxter_King,6-32Q,12,0.5740460082963531,0.7576582397732853,0.5927865252878601,0.4578830706965331,748.0628245962286
"('USM2', 'UNRATE', 'USOIL')",3,Standard,ANN,50,Baxter_King,6-32Q,12,3.2228337935209694,1.7952252765380086,1.208339671572593,-2.0435761847455587,630.5400883091207
"('USM2', 'UNRATE', 'USOIL')",3,Standard,RANDOM_FOREST,N/A,Baxter_King,6-32Q,12,0.6109211777808704,0.78161446876377,0.5679092049702986,0.42305893925135596,609.3589210631053
"('USM2', 'UNRATE', 'USOIL')",3,Standard,XGBOOST,N/A,Baxter_King,6-32Q,12,0.6171712714877803,0.7856024894867507,0.5980236931254765,0.41715648272473604,379.70135869832336
"('USPPIYY', 'INDPRO', 'UNRATE')",3,MinMax,LSTM,50,Baxter_King,6-32Q,12,0.011111961675778017,0.10541328984420331,0.0817239087556517,0.10903381527315326,19.3339014426934
"('USPPIYY', 'INDPRO', 'UNRATE')",3,MinMax,GRU,50,Baxter_King,6-32Q,12,0.007757934073451958,0.08807913529010124,0.06437154312039825,0.37796249443040475,15.040796036439255
"('USPPIYY', 'INDPRO', 'UNRATE')",3,MinMax,CNN,50,Baxter_King,6-32Q,12,0.010643643060864936,0.1031680331346146,0.07488226450506115,0.14658398523776073,16.424120715589126
